ts_local,bar_time_utc,bar_index,open,high,low,close,vpm,attract,objection,netflow,ema_color,momentum,supertrend,upper_band,lower_band,bull_cross,bear_cross,bull_cross_raw,bear_cross_raw,bull_reason,bear_reason,realtime_state,realtime_reason,regime,atr30,ema10,ema20,energy_ema_first,range_max,range_min,range_mid,range_os,range_count,score_bull,score_bear,adx,atr_ratio,ema_spread,price_to_band,momentum_ext,range_break,exit_long,exit_short
2025-11-17 01:07:30.000,2025-11-17T07:07:30.0000000Z,14,25067,25082.75,25064,25069.5,2,5.5,4,1.5,1,-0.0015333758164728373,24943.099999999999,25136.900000000001,24943.099999999999,0,0,0,0,[NETFLOW-BULL] emaColor=1 net=1.50|[RT-FLAT],,FLAT,NONE_UP|diff=2.50|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50,BULL,22.984375,25059.642502945742,25066.943881168161,25068.032366184725,,,,0,,1130.8916323731141,3,3,62.400896390489599,,,0,0,0,0,0
2025-11-17 01:08:00.000,2025-11-17T07:08:00.0000000Z,15,25069.75,25072.5,25061.25,25070.75,2,4.5,2,2.5,1,-0.00062782771610228605,24994.25,25136.900000000001,24994.25,0,0,0,0,[NETFLOW-BULL] emaColor=1 net=2.50|[RT-FLAT],,FLAT,NONE_UP|diff=1.00|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,22.352941176470587,25061.583535468002,25067.273488857361,25068.765892947784,,,,0,,997.03886602652051,2,2,60.363100937178274,,,0,0,0,0,0
2025-11-17 01:08:30.000,2025-11-17T07:08:30.0000000Z,16,25069.5,25082.5,25069.25,25079,2,4.5,2,2.5,3,-1.9936601606890088E-05,24994.25,25136.900000000001,24994.25,0,0,0,0,,,FLAT,NONE_UP|diff=9.50|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,21.777777777777779,25066.163388523404,25069.208893546685,25072.892714358226,,,,0,,918.914799573236,2,2,56.868537200487445,,,0,0,0,0,0
2025-11-17 01:09:00.000,2025-11-17T07:09:00.0000000Z,17,25079,25088,25077,25082.75,2,5,2,3,4,0.00092779185538418565,25007.950000000001,25136.900000000001,25007.950000000001,0,0,0,0,,,FLAT,NONE_UP|diff=3.75|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,21.289473684210527,25070.009714577001,25070.964509127272,25076.604171486586,,,,0,,889.94319971549078,2,2,53.56820340136818,,,0,0,0,0,0
2025-11-17 01:09:30.000,2025-11-17T07:09:30.0000000Z,18,25084.25,25086.75,25077.5,25080,2,5,4,1,3,0.0018274963300278619,25017.099999999999,25136.900000000001,25017.099999999999,0,0,0,0,,,FLAT,NONE_DOWN|diff=-4.25|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50,BULL,20.612500000000001,25071.193898703496,25071.458818915602,25077.683337189272,,,,0,0,816.40657758810505,2,2,50.877436110963295,,,0,0,0,0,0
2025-11-17 01:10:00.000,2025-11-17T07:10:00.0000000Z,19,25080,25085.75,25071,25074,2,5,4,1,0,0.0014678129586915495,25017.099999999999,25136.900000000001,25017.099999999999,0,0,0,0,[GUARD-EMA0],,FLAT,NONE_DOWN|diff=-6.00|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50,BULL,20.36904761904762,25070.675173319389,25071.112400787588,25077.716669751422,,,,0,0,782.93771839207,2,2,49.071274101583604,,,0,0,0,0,0
2025-11-17 01:10:30.000,2025-11-17T07:10:30.0000000Z,20,25073.25,25084,25056.5,25083,2,5.556405913499403,1,4.556405913499403,4,0.0012973792938264705,25017.099999999999,25136.900000000001,25017.099999999999,0,0,0,0,,,FLAT,NONE_UP|diff=9.75|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,20.670454545454547,25074.411918666276,25073.108498671761,25080.54333580114,,,,0,0,1005.0695900391579,5,5,48.428383971939915,,,0,0,0,0,0
2025-11-17 01:11:00.000,2025-11-17T07:11:00.0000000Z,21,25083.25,25086,25076.75,25085,2,5.2070635463896986,1,4.2070635463896986,5,0.0015271442402706938,25022.099999999999,25136.900000000001,25022.099999999999,0,0,0,0,,,FLAT,NONE_UP|diff=1.75|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,20.195652173913043,25076.460991305466,25074.320387687148,25081.724668640913,,,,0,0,872.26861558166092,4,4,46.84290920876122,,,0,0,0,0,0
2025-11-17 01:11:30.000,2025-11-17T07:11:30.0000000Z,22,25084.25,25098,25083.25,25095,2,6.4428890885781662,1,5.4428890885781662,9,0.0016064818048473842,25022.099999999999,25136.900000000001,25022.099999999999,1,0,0,0,[RT-BULL]|[RT-PLOT],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,19.96875,25081.567257349099,25077.287607000388,25086.729734912733,,,,0,0,941.06796594332957,4,4,43.657678207540208,,,0,0,0,0,0
2025-11-17 01:12:00.000,2025-11-17T07:12:00.0000000Z,23,25095.75,25096.5,25090,25093.5,2,5.6064100022293317,1,4.6064100022293317,8,0.0024969038392393434,25049.299999999999,25136.900000000001,25049.299999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,19.440000000000001,25083.220317996369,25078.542528782662,25088.003787930185,,,,0,0,838.04531062888634,4,4,41.60124826908892,,,0,0,0,0,0
2025-11-17 01:12:30.000,2025-11-17T07:12:30.0000000Z,24,25092.5,25101.5,25087.5,25097,2,5.7616332069110268,1,4.7616332069110268,10,0.002016249775417723,25049.299999999999,25136.900000000001,25049.299999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,19.201923076923077,25086.349681666448,25080.664328762548,25091.193030344148,,,,0,0,809.80798486370202,4,4,38.922165959984071,,,0,0,0,0,0
2025-11-17 01:13:00.000,2025-11-17T07:13:00.0000000Z,25,25096.75,25104.75,25093.25,25097.25,2,6.3752872671514069,3,3.3752872671514069,9,0.0022863418530351437,25049.299999999999,25136.900000000001,25049.299999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,18.944444444444443,25088.224119710561,25082.191762304436,25093.484424275321,,,,0,0,832.31643435357921,4,4,36.30935697168173,,,0,0,0,0,0
2025-11-17 01:13:30.000,2025-11-17T07:13:30.0000000Z,26,25096.25,25102.5,25091.75,25098.5,2,5.9676741883461863,1,4.9676741883461863,10,0.0019861270522481163,25049.299999999999,25136.900000000001,25049.299999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,18.660714285714285,25090.654445052442,25084.057852969319,25095.737539420257,,,,0,0,705.54428956905281,4,4,34.330985527303845,,,0,0,0,0,0
2025-11-17 01:14:00.000,2025-11-17T07:14:00.0000000Z,27,25099.75,25103.5,25096,25101.75,2,6.0754783726290711,1,5.0754783726290711,12,0.0013862847568516376,25050.75,25136.900000000001,25050.75,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,18.258620689655171,25092.832975704063,25085.843726382671,25097.390031536208,,,,0,0,636.58508193492412,4,4,32.224459823841563,,,0,0,0,0,0
2025-11-17 01:14:30.000,2025-11-17T07:14:30.0000000Z,28,25101,25103.25,25100.25,25101.25,2,6.1470574665614439,3,3.1470574665614439,12,0.0012664791878577554,25080.849999999999,25121.650000000001,25080.849999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,17.75,25094.264170204147,25087.261103915385,25098.372025228971,,,,0,0,535.50116573439391,4,4,30.349649938727374,0,0,0,0,0,0,0
2025-11-17 01:15:00.000,2025-11-17T07:15:00.0000000Z,29,25100.5,25101,25098.25,25099,2,6.1567791571769135,3,3.1567791571769135,10,0.0011268111245176151,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,17.247499999999999,25094.992998762074,25088.297461365622,25098.677620183178,,,,0,0,461.4452216007071,4,4,28.943189155952371,0,0,0,0,0,0,0
2025-11-17 01:15:30.000,2025-11-17T07:15:30.0000000Z,30,25099.5,25100,25091,25094.25,2,5.0680026140065202,3.5,1.5680026140065202,0,0.00060807847202839029,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[GUARD-EMA0],,FLAT,NONE_DOWN|diff=-5.25|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,16.946472222222219,25094.076916342518,25088.411988854612,25097.872096146544,,,,0,0,503.63014773380479,3,3,28.631569225767176,0,0,0,0,0,0,0
2025-11-17 01:16:00.000,2025-11-17T07:16:00.0000000Z,31,25094.25,25102.25,25093.5,25098.75,2,4.5536876254239438,1.5,3.0536876254239438,9,0.00063788858877116743,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,16.671867592592591,25095.550534858754,25089.760506922878,25099.277676917238,,,,0,0,498.86454293364773,3,3,27.308139770457018,0,0,0,0,0,0,0
2025-11-17 01:16:30.000,2025-11-17T07:16:30.0000000Z,32,25098.5,25114.25,25098.5,25109.75,2,6.1805638237461817,1,5.1805638237461817,15,0.0011862041467304626,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,16.615583117283951,25099.805809512534,25092.633655923422,25103.89214153379,,,,0,0,681.90969528909852,3,3,24.912997217740433,0,0,0,0,0,0,0
2025-11-17 01:17:00.000,2025-11-17T07:17:00.0000000Z,33,25109.75,25117.25,25108.5,25116,2,6.3686340289763423,2,4.3686340289763423,15,0.0016750418760469012,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,16.377008124485599,25103.498141667278,25095.30233268355,25107.313713227035,,,,0,0,715.05090797051014,3,3,23.864638609453298,0,0,0,0,0,0,0
2025-11-17 01:17:30.000,2025-11-17T07:17:30.0000000Z,34,25115,25127,25114.75,25124.5,2,6.6150278353301708,2,4.6150278353301708,15,0.0016545070366383607,25080.849999999999,25117.700000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,16.210274520336078,25108.820793595536,25098.94927605609,25112.770970581631,,,,0,0,821.14504975811792,3,3,24.146375593398265,0,0,0,0,0,0,0
2025-11-17 01:18:00.000,2025-11-17T07:18:00.0000000Z,35,25125,25125.5,25114.75,25122.25,2,6.2460348956983065,1,5.2460348956983065,15,0.0014849511660354794,25080.849999999999,25195.349999999999,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,16.00854314743599,25110.807922032709,25100.907621647119,25114.696776465305,,,,0,0,837.20781094985648,3,3,23.686921617183394,0,0,0,0,0,0,0
2025-11-17 01:18:30.000,2025-11-17T07:18:30.0000000Z,36,25122,25124,25117.5,25124,2,5.8635143279339363,1,4.8635143279339363,15,0.0011556086869894402,25080.849999999999,25168.200000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,15.684647264743679,25113.458547778828,25103.255421853064,25116.827421172246,,,,0,0,700.36076285545994,3,3,23.260285782126722,0,0,0,0,0,0,0
2025-11-17 01:19:00.000,2025-11-17T07:19:00.0000000Z,37,25123.75,25131.75,25122,25123.75,2,6.9129290199853823,2.5,4.4129290199853823,15,0.0012054914619323729,25080.849999999999,25168.200000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,15.467936800363333,25115.329720909947,25105.207286438486,25119.491936937797,,,,0,0,704.24050857030682,3,3,24.041043715772435,0,0,0,0,0,0,0
2025-11-17 01:19:30.000,2025-11-17T07:19:30.0000000Z,38,25123.75,25131,25123,25127.5,2,6.4918728459913666,0.5,5.9918728459913666,15,0.0012152846953819181,25080.849999999999,25168.200000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,15.243450018129002,25118.282168347811,25107.748769362712,25122.453549550239,,,,0,0,631.27145015798237,3,3,24.199368146093995,0,0,0,0,0,0,0
2025-11-17 01:20:00.000,2025-11-17T07:20:00.0000000Z,39,25128.5,25131.25,25123.5,25130.75,2,6.5,0.5,6,15,0.0013348075984420604,25080.849999999999,25168.200000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,14.969501684191368,25120.974666664733,25110.18085935538,25124.652839640192,,,,0,0,545.29207788309941,3,3,24.385690005016109,0,0,0,0,0,0,0
2025-11-17 01:20:30.000,2025-11-17T07:20:30.0000000Z,40,25131.25,25140,25129.75,25135.25,2,7.5,0.5,7,15,0.0014642309301352669,25080.849999999999,25168.200000000001,25080.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,14.793018294718324,25124.210677684368,25112.93687728525,25128.222271712155,,,,0,0,707.08360747762185,4,4,25.827747753129731,0,0,0,0,0,0,0
2025-11-17 01:21:00.000,2025-11-17T07:21:00.0000000Z,41,25135.5,25138.75,25131.25,25138.25,2,7,0.5,6.5,15,0.0014540818867210454,25087.25,25168.200000000001,25087.25,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,14.58352879600549,25126.899645378115,25115.441755185522,25130.447817369728,,,,0,0,624.27796054063685,3,3,26.546667741578762,0,0,0,0,0,0,0
2025-11-17 01:21:30.000,2025-11-17T07:21:30.0000000Z,42,25136.75,25141.25,25132.25,25141.25,2,7.5,0.5,7,15,0.0015935461381405309,25087.25,25168.200000000001,25087.25,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,14.364077836138641,25130.04185861515,25118.216009793705,25133.178253895785,,,,0,0,632.18530702709131,3,3,27.571624545119903,0,0,0,0,0,0,0
2025-11-17 01:22:00.000,2025-11-17T07:22:00.0000000Z,43,25140.5,25145,25138,25141.5,2,7.5,0.5,7,15,0.0016932945535678711,25093.900000000001,25168.200000000001,25093.900000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,14.086664130489574,25132.273917379331,25120.519700470952,25135.562603116628,,,,0,0,676.56798246250537,3,3,28.87125836646722,0,0,0,0,0,0,0
2025-11-17 01:22:30.000,2025-11-17T07:22:30.0000000Z,44,25141.5,25147,25140.5,25143.5,2,7,2.5,4.5,15,0.0019626009942516711,25099.299999999999,25168.200000000001,25099.299999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,13.834886437251033,25134.657998516974,25122.904445550819,25138.080082493307,,,,0,0,613.26754386389246,3,3,30.098485464996283,0,0,0,0,0,0,0
2025-11-17 01:23:00.000,2025-11-17T07:23:00.0000000Z,45,25143.75,25146.25,25140.25,25143.5,2,8,0.5,7.5,15,0.0017829573185915632,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,13.584001333787109,25136.092081431245,25124.772956405388,25139.414065994646,,,,0,0,589.2894736870395,4,4,31.017042680745419,0,0,0,0,0,0,0
2025-11-17 01:23:30.000,2025-11-17T07:23:30.0000000Z,46,25142.75,25143.5,25137,25140,2,7,3,4,15,0.0012047113173169785,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,13.341479067105317,25136.257157534656,25125.914761010772,25139.501252795722,,,,0,0,564.41520468024862,4,4,30.726334517221343,0,0,0,0,0,0,0
2025-11-17 01:24:00.000,2025-11-17T07:24:00.0000000Z,47,25139.25,25141.75,25132,25134.25,2,6,3.5,2.5,13,0.00072662844401974837,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-5.00|BULL_FAIL:obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,13.220096431535138,25134.96659996637,25126.182516197958,25138.65100223658,,,,0,0,639.38791423127691,1,1,29.346300145912892,0,0,0,0,0,0,0
2025-11-17 01:24:30.000,2025-11-17T07:24:30.0000000Z,48,25133.25,25141.25,25133,25138.75,2,5.5,1.5,4,14,0.00056717546617843142,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,13.01303766159508,25136.472672699754,25127.853342319697,25139.950801789266,,,,0,0,564.48083170974019,3,3,28.874571685597726,0,0,0,0,0,0,0
2025-11-17 01:25:00.000,2025-11-17T07:25:00.0000000Z,49,25138.75,25143.25,25136.5,25141.75,2,5.5,1.5,4,15,0.00077620436067629293,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.805103072875244,25137.833013200623,25129.411527404896,25140.980641431415,,,,0,0,494.98722113982683,3,3,28.865191126538786,0,0,0,0,0,0,0
2025-11-17 01:25:30.000,2025-11-17T07:25:30.0000000Z,50,25141.5,25145,25138.25,25141.5,2,5.4401707980185083,3.5,1.9401707980185083,14,0.00069654513612482085,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,,[RT-FLAT],FLAT,FLAT|diff=0.00|BULL_FAIL:obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,12.596044081557181,25138.454283527783,25130.539000985384,25141.594513145134,,,,0,0,483.76925853766238,3,3,29.023571678185078,0,0,0,0,0,0,0
2025-11-17 01:26:00.000,2025-11-17T07:26:00.0000000Z,51,25141.25,25146.5,25136,25144.5,2,6.4006456358384796,1.5,4.9006456358384796,15,0.00082591173690233345,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.531453723283054,25139.900612142563,25132.077236719204,25142.865610516106,,,,0,0,530.06839458066383,3,3,28.137361186358078,0,0,0,0,0,0,0
2025-11-17 01:26:30.000,2025-11-17T07:26:30.0000000Z,52,25143.75,25154.75,25140.5,25143.5,2,6.8029715087431688,3,3.8029715087431688,14,0.00063675256193413592,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.57373859917362,25140.381492579454,25133.072148414882,25144.602488412886,,,,0,0,692.0455963871093,4,4,29.434975128017566,0,0,0,0,0,0,0
2025-11-17 01:27:00.000,2025-11-17T07:27:00.0000000Z,53,25142.75,25148.75,25141,25145.75,2,6.2730245752190203,1,5.2730245752190203,14,0.00059687832635317291,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.380169534756721,25141.803865829468,25134.538066252917,25145.791990730311,,,,0,0,548.47484203585066,3,3,29.816761102753635,0,0,0,0,0,0,0
2025-11-17 01:27:30.000,2025-11-17T07:27:30.0000000Z,54,25145.75,25146.75,25137.5,25141,2,5.1206508135473996,3.5,1.6206508135473996,12,0.000228762395440666,25102.700000000001,25168.200000000001,25102.700000000001,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-4.75|BULL_FAIL:obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,12.282219439153717,25141.042005926582,25134.791810510014,25145.09359258425,,,,0,0,530.09433913501164,3,3,28.817372140420911,0,0,0,0,0,0,0
2025-11-17 01:28:00.000,2025-11-17T07:28:00.0000000Z,55,25141.5,25142.25,25137.25,25139.75,2,4.9716632765943576,1.5,3.4716632765943576,11,5.9670024763060278E-05,25105.75,25168.200000000001,25105.75,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,12.017812124515261,25140.546765179599,25135.113225382076,25144.144874067402,,,,0,0,497.39622609000781,1,1,28.445234632262196,0,0,0,0,0,0,0
2025-11-17 01:28:30.000,2025-11-17T07:28:30.0000000Z,56,25139.75,25145.5,25139.5,25144.75,2,5.9404641773757803,1,4.9404641773757803,14,0.0001392134440411674,25105.75,25168.200000000001,25105.75,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.810551720364751,25142.05479134529,25136.461852443193,25145.185899253924,,,,0,0,431.59748406000523,3,3,28.901726264753609,0,0,0,0,0,0,0
2025-11-17 01:29:00.000,2025-11-17T07:29:00.0000000Z,57,25144.75,25146.75,25139,25142,2,5.3310700135536795,3,2.3310700135536795,12,1.9887437105980152E-05,25105.75,25168.200000000001,25105.75,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.666588885241483,25141.635738373418,25136.752333616405,25144.868719403141,25153.342241379312,25126.557758620689,25139.950000000001,0,0,403.73165604000349,3,3,29.243624086191232,0,0,0,0,0,0,0
2025-11-17 01:29:30.000,2025-11-17T07:29:30.0000000Z,58,25142,25142,25130.5,25134.5,2,4.5541281588862219,3.5,1.0541281588862219,7,-0.00035794539344164496,25105.75,25168.200000000001,25105.75,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-7.50|BULL_FAIL:obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,11.656591477955656,25139.177174371638,25135.867757625725,25142.744975522517,25153.342241379312,25126.557758620689,25139.950000000001,0,0,577.15443736000236,2,2,26.233596783446451,0,0,0,0,0,0,0
2025-11-17 01:30:00.000,2025-11-17T07:30:00.0000000Z,59,25134.25,25136.25,25127.25,25134.5,2,4.3363717273029403,1.5,2.8363717273029403,7,-0.00035794539344164496,25105.75,25168.200000000001,25105.75,0,0,0,0,,[RT-FLAT],FLAT,FLAT|diff=0.25|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,11.558316206468245,25138.318514568531,25135.735227421006,25141.365980418013,25153.342241379312,25126.557758620689,25139.950000000001,0,0,604.76962490666835,1,1,23.965273950491621,0,0,0,0,0,0,0
2025-11-17 01:30:30.000,2025-11-17T07:30:30.0000000Z,60,25134.25,25148.25,25132,25144.5,2,5.8611065901833443,1,4.8611065901833443,15,0.00017899761336515513,25105.75,25168.200000000001,25105.75,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.713594555141526,25140.830850762679,25137.381759049844,25144.082784334416,25153.342241379312,25126.557758620689,25139.950000000001,0,0,740.06863882666789,4,4,25.22301791430073,0,0,0,0,0,0,0
2025-11-17 01:31:00.000,2025-11-17T07:31:00.0000000Z,61,25143.75,25149,25142.25,25146.75,2,5.4339327325789144,1,4.4339327325789144,15,0.00049732934143648609,25105.75,25168.200000000001,25105.75,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.52480806997014,25142.307886161198,25138.508666351223,25145.406227467534,25153.342241379312,25126.557758620689,25139.950000000001,0,0,652.04575921777871,3,3,25.155915813673243,0,0,0,0,0,0,0
2025-11-17 01:31:30.000,2025-11-17T07:31:30.0000000Z,62,25146.5,25146.5,25140.25,25141.75,2,4.36625506731718,3.5,0.86625506731718005,11,0.00011933767589876187,25105.75,25168.200000000001,25105.75,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-4.75|BULL_FAIL:net<1.00&obj>3.00|BEAR_FAIL:net>-0.50&obj<4.00&ema>6,BULL,11.358703356526691,25141.40893165255,25138.360448694191,25144.57498197403,25153.342241379312,25126.557758620689,25139.950000000001,0,0,552.47495058963034,3,3,24.362814467908919,0,0,0,0,0,0,0
2025-11-17 01:32:00.000,2025-11-17T07:32:00.0000000Z,63,25141.25,25142,25135.75,25139.5,4,3.7524350651170328,1.5,2.2524350651170328,9,-8.9492577087911545E-05,25105.75,25168.200000000001,25105.75,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.198691022420245,25140.983340773571,25138.413421834426,25143.879985579224,25153.342241379312,25126.557758620689,25139.950000000001,0,0,483.42774483753135,1,1,22.541708462418367,0,0,0,0,0,0,0
2025-11-17 01:32:30.000,2025-11-17T07:32:30.0000000Z,64,25140.5,25148.5,25140,25147.75,2,5.8366833343269242,1,4.8366833343269242,15,0.0002485929638247519,25105.75,25168.200000000001,25105.75,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,11.091512432784016,25143.246700302345,25139.903526784437,25145.883988463382,25153.342241379312,25126.557758620689,25139.950000000001,0,0,486.72960766946539,3,3,23.013795454953073,0,0,0,0,0,0,0
